customer_id,customer_name,category,target_sales
450056582,RETAIL DISTRIBUTION NJ LLC,Regional Company,
450056583,ESCAPE ROOM SOUTH JERSEY LLC,Insurance Company,
450056584,NORTH BRIDGE REALTY LLC,Trading Platform Provider,
450056585,TNA INSPECTIONS L.L.C.,Regional Company,
450056586,1525 GREENWOOD LLC,Regional Company,
450056587,129 DAVIS AVE LLC,Regional Company,
450056588,MINT HOMZZ LLC,Investment Company,
450056589,MT THINGS LLC,RIA,
450058748,CNK CONSULTING LLC,Independent,
450056591,CHRISLIZ FISH MARKET LLC,Trading Platform Provider,
450056592,EVE'S PLUMBING LLC,Investment Company,
450056950,GLOBAL TRAVEL BROKERS LLC,Insurance Company,
450056502,CARDINAL GRACE LLC,Bank,
450058685,CARIBBEAN AMERICAN RESTAURANT LLC,Bank,
450056954,NO LIMIT TOWING LLC,Trading Platform Provider,
450056955,FLAMEZ CHICKEN-N-GRILL LLC,Investment Company,
450056956,MIZAYLOR EVENTS LLC,Investment Company,
450056957,CHRISAM COSMETICS LLC,Insurance Company,
450056959,JERSEY GIRL SMOOTHIES LLC,Investment Company,
450056960,243 CENTRAL AVENUE LLC,RIA,
450056961,SAFA SERVICES LTD LIABILITY COMPANY,RIA,
450056962,GREEN MARTIN LANDSCAPING  &  CONSTRUCTION LLC,Insurance Company,
450059531,"CODE TRIAD, LLC",Independent,
450056964,LARES PROPERTIES LLC,Trading Platform Provider,
450056965,ARTISAN AUDIO VIDEO LLC,Regional Company,
450056966,IBM REALTY LLC,Insurance Company,
450056967,TKT PARTNERS LLC,RIA,
450057253,CARPULL LLC,Bank,
450057409,COED GROUP LLC,Independent,
450059376,CBGH LLC,Bank,
450056974,310 WINANS LLC,Regional Company,
450056976,J R C LAWN & LANDSCAPING SERVICE LLC,Regional Company,
450057325,526 PARK HOLDINGS LLC,RIA,
450057587,CELINE WEAVING & HAIR CARE LLC,Bank,
450057327,RG'S HOME REPAIRS LLC,Insurance Company,
450057328,CONTI LINE STRIPING LLC,Trading Platform Provider,
450057329,"GM'S CREATIVE CREATIONS, LLC",Investment Company,
450057330,AVANA FOODS LLC,Insurance Company,
450057331,"DONALD BOWENS MILKY WAY DAIRY, LLC",Investment Company,
450059215,COMMUNITY PRIMARY CARE PC,Independent,
450059547,CHAMPION INDUSTRIAL INC.,Bank,
450059666,COMO ELECTRICAL SERVICES LLC,Independent,
450057336,WELLNESS PLUS LLC,Trading Platform Provider,
450057337,ESM CONSULTING LLC,Trading Platform Provider,
450057338,DJ SHATNER LLC,Investment Company,
450057339,UNIFIED MARTIAL ARTS ACADEMY LLC,Insurance Company,
450057340,EL MOLCAJETE MEXICANO LLC,RIA,
450057341,KIDSCO TRANSPORTATION LLC,Insurance Company,
450058482,CHA-SHIV LLC,Bank,
450057343,SURETY ABSTRACT AND SETTLEMENT SERVICES LLC,Trading Platform Provider,
450057155,"COMPASS MANAGEMENT CONSULTING, LLC",Independent,
450057346,6 STAR ENTERTAINMENT LLC,Regional Company,
450059670,"INSURED BY STEPH, LLC",Insurance Company,
450059672,MAIDORDERLY LLC,Insurance Company,
450059673,ROSELLE PROPERTY MANAGEMENT LLC,Investment Company,
450059674,THE RAMOS GROUP LLC,Regional Company,
450059675,MODI REAL ESTATE GROUP LLC,RIA,
450058745,CHASING CAYDEN BY DESIGN LLC,Bank,
450059677,MINDS THAT FLY LLC,RIA,
450059847,CHATHAM HEALTH CONSULTING LLC,Bank,
450059721,CHI CENTER FOR WELLNESS LLC,Bank,
450059680,ABCO HOLDINGS LLC,Regional Company,
450059681,MICHAEL THOMAS PLUMBING & HEATING LLC,Investment Company,
450059546,CONNECT PAYMENT TECHNOLOGIES LLC,Independent,
450059685,BEST SELLERS WHOLESALER LLC,Regional Company,
450059686,DU FAR DICH LLC,Insurance Company,
450059602,COUNCIL PROPERTY INVESTMENT & DEVELOPMENT LLC,Independent,
450059689,CALDERON TRUCKING LLC,Regional Company,
450056898,CITY-HALB INC.,Bank,
450059691,EQUITY FUNDING LLC,Regional Company,
450055963,"CL EXPRESS LOGISTICS, LLC",Bank,
450059695,4 CRESTVIEW AVENUE LLC,RIA,
450059696,DONNAS WORLD OF CONSTRUCTION LLC,RIA,
450059331,CLEAN ENGINEERED INGREDIENTS LLC,Regional Company,
450057889,COUNT PUBLISHING LLC,Independent,
450059333,24TH STREET MARKET LLC,Regional Company,
450059334,VICINVEST LLC,Regional Company,
450059335,OCEAN CLEANING LLC,Investment Company,
450059336,DEXICO TRANSPORTATION LLC,Trading Platform Provider,
450059337,1207 FALSTON LLC,RIA,
450059338,THEVEGVEGANEXPERIENCE LLC,Regional Company,
450059339,LISA IVLER EVENTS LLC,Investment Company,
450059340,A TOUCH OF CLASS BY LAUREN LLC,Insurance Company,
450057151,"CLASS ACT DRAMA, LLC",Bank,
450059342,HJD TRANSPORT LLC,RIA,
450059343,ARGENT REAL ESTATE LLC,RIA,
450059344,AGILE ACROBAT LLC,Regional Company,
450059345,ABOUT TIME CONSTRUCTION LLC,Regional Company,
450059346,140 CINDY LLC,Investment Company,
450059348,73 LAKEWOOD AVENUE LLC,RIA,
450059349,GARDENS OF HOPE LLC,Insurance Company,
450058670,CLEAN AND CLEAR POWER WASHING LLC,Bank,
450059351,2 HAMILTON ASSOCIATES LLC,RIA,
450059352,ILLUMINATION EFFECTS LLC,Investment Company,
450057106,CLUBFOREIGN LLC,Bank,
450059356,E B S SERVICES LLC,RIA,
600429461,"CMK DEVELOPMENT, LLC",Bank,
450057797,COUNTRY FUSION LLC,Independent,
450057819,CRAFTS UNDER THE SUN LIMITED PARTNERSHIP,Independent,
450056268,CRAZY LEGS LLC,Independent,
450059702,PRACTICAL GUIDANCE LLC,Trading Platform Provider,
450059703,INFAMOUS MOBILE DJ LLC,Insurance Company,
450059704,NUMBERED VISION LLC,Trading Platform Provider,
450059076,"CRC CONTAINERS, LLC",Independent,
450059706,"ASPIRE SIGNATURE TECHNOLOGY, LLC",Regional Company,
450059707,A&H NY LIMO LLC,Insurance Company,
450059709,POWER WASHING KING LLC,Insurance Company,
450059710,JKL RENTALS 369 LLC,Insurance Company,
450057034,CREDIT CONNECTION AUTO LLC,Independent,
450059714,JKL RENTALS 118 LLC,Trading Platform Provider,
450059715,MIRANDA EXPRESS LLC,RIA,
450059716,PARKE 5 CATERING LLC,Regional Company,
450059718,BLACKMOUNTAIN GROUP LLC,Regional Company,
450056480,CRITICAL EMERGENCY MANAGEMENT ADVISORS LLC,Independent,
450059150,COASTAL INSTALLATIONS CORPORATION,Bank,
450057348,"MAIN ROAD RETAIL INVESTMENTS, LLC",Regional Company,
450057349,DOMINION SPORTS TRAINING LLC,Trading Platform Provider,
450057350,GREENWAY OF NEW JERSEY LLC,Regional Company,
450057351,HUBS786 LIQUORS LLC,RIA,
450056812,CROSS STONE HOLDINGS LLC,Independent,
450057384,CTRAN TRANSPORTATION LLC,Independent,
450057706,Y & D TREND LLC,Insurance Company,
450057707,376 W COLUMBUS LLC,Regional Company,
450057709,EAST COAST FILM SCHOOL L.L.C.,Investment Company,
450057711,FEDLER EXPRESS LLC,Regional Company,
450057713,COFFEEWHEELS LLC,Investment Company,
450057714,WILBUR LANDSCAPE & PLOWING LLC,Investment Company,
450057715,SYSESTATES LLC,Insurance Company,
450058600,COLOR MY RAINBOWS LLC,Bank,
450057718,CITY WIDE SECURITY SYSTEMS LLC,Trading Platform Provider,
450057720,BLUESTONE CONCRETE LLC,Investment Company,
450057114,COLUCCI CONSTRUCTION LLC,Bank,
450057724,"WHITE SPACE NEW YORK, LLC",Regional Company,
450057725,G & E GENERAL CONSTRUCTION LLC,Investment Company,
450057727,CURENOTE LLC,Trading Platform Provider,
450057729,CAFFCRAFT CREATIONS LLC,Investment Company,
450057730,INSPERO HOLDINGS LIMITED LIABILITY COMPANY,RIA,
450059168,"CUTTING EDGE SALON, LLC",Independent,
450057836,COMING IN HOT CATERING LLC,Bank,
450058096,OFF THE BEATEN PATH CONSULTING LLC,RIA,
450058754,"DANIEL HERTZBERG, INC",Independent,
450058100,S EDWARDS GROUP LLC,Investment Company,
450056831,COMPLETE CIRCLE LLC,Bank,
450058103,AZR OAK LLC,RIA,
450058104,JLGP TRANSPORT LLC,Regional Company,
450058105,HAITI'S BEST COFFEE LLC,Trading Platform Provider,
450058106,HCMORRISTOWN LLC,Insurance Company,
450058858,COMPLETE HANDYMAN LLC,Bank,
450058109,LINDEN STONE CONTRACTORS LLC,Investment Company,
450056868,DANIEL TOWNSEND LLC,Independent,
450058111,TIMELESS HAIR GALLERY LLC,RIA,
450058112,BROTHERS MASONRY & STONE WORKS LLC,Regional Company,
450058113,THE PHRYG LLC,Trading Platform Provider,
450056375,DARMA FOODS LLC,Independent,
101040154,"CONFIDENCE, INC.",Bank,
450058632,DAVENPORT NEWARK LLC,Independent,
450058118,ATLANTIC USA CONSTRUCTION LLC,Trading Platform Provider,
450058461,SEVEN WELLS LLC,RIA,
450058115,CONNOR ENTERPRISES INC,Bank,
600429357,"CONOVER INSURANCE REGULATORY AND COMPLIANCE SERVICES, LLC",Bank,
450058464,93 CENTER LLC,Trading Platform Provider,
450058465,33 GRAND PLACE LLC,RIA,
450058469,STEPHCO3 LLC,RIA,
450058470,L3 TRANSPORT LLC,RIA,
450058471,LB HOMES LLC,Regional Company,
450058472,LIVING COLOR PAINTING LLC,Regional Company,
450058422,DAVID LUXURY LLC,Independent,
450058474,GIN COMMUNICATIONS LLC,Regional Company,
450058013,CONTINENTAL MECHANICAL CONTRACTORS LLC,Bank,
450058476,CMP CONSTRUCTION LLC,Investment Company,
450059694,CONTINENTAL POOLS LLC,Bank,
450058479,ZEOPLE GLOBAL LLC,Insurance Company,
450058480,AM SOLUTIONS LLC,Trading Platform Provider,
450058481,101 INDUSTRIAL AVE REALTY LLC,Regional Company,
450057066,DAVINCI REALTY SOLUTIONS LLC,Independent,
450059777,CONTRACTORS ALLIANCE OF NEW JERSEY INC,Bank,
450059722,FARADAY PROPERTIES LLC,RIA,
600429555,"DAWSON VENTURES, LLC",Independent,
450059361,KRISTIN BIRCHENOUGH LPC LLC,Regional Company,
450059362,VISAT KRUPA PLAINFIELD LLC,Insurance Company,
600429286,"DCAC, LLC",Independent,
450059365,BEENTHRU LLC,Insurance Company,
450059366,T BELLE LLC,RIA,
450056524,DEFT SOFTWARE CONSULTING LLC,Independent,
450059368,APGEN PHARMACEUTICALS LLC,Investment Company,
450058535,DEJAVOU SALON INC,Independent,
450059370,ARJAN OVERSEAS LLC,RIA,
450059371,TUBLIFE STUDIOS LLC,Insurance Company,
450059372,TIGER ART SUPPLY LLC,Investment Company,
450059373,ZEXO LLC,RIA,
450059866,DNJ MEDIA LLC,Independent,
450059375,NAIL STUDIO HAMILTON LLC,Trading Platform Provider,
450058108,CONTROL GROUP LEGAL FUND LLC,Bank,
450059377,INTERHIDES LLC,Investment Company,
450059378,SPT27 LLC,Trading Platform Provider,
450059379,STEM BOOST EDUCATION LLC,Regional Company,
450058098,D'SANCHEZ BARBER SHOP LLC,Independent,
450059381,LA SOPHISTICATE BOUTIQUE LLC,Trading Platform Provider,
450059382,5 STAR PAINTING LIMITED LIABILITY COMPANY,Trading Platform Provider,
450056325,DULCE ICE CREAM LLC,Independent,
450057617,"CORNELL MUSIC STUDIOS, LLC",Bank,
450059385,K.O.P. DESIGNZ LLC,Regional Company,
450056174,CORTES FAST DELIVERY LLC,Bank,
450056316,CROWORX CONSTRUCTION MANAGEMENT AND CONSULTING INC.,Bank,
450059724,FA SOLUTIONS LLC,RIA,
450059725,NJ GREEN HEAT LIMITED LIABILITY COMPANY,RIA,
450059726,THE L FACTOR LLC,RIA,
450059727,HRGEAR.COM LLC,RIA,
450059526,"DUNHAM COMPLIANCE SOLUTIONS, LLC",Independent,
450058917,CSE LAWN SERVICE LLC,Bank,
450059731,T-LINE LANDSCAPING LLC,Regional Company,
450059732,MC SILVER LLC,Investment Company,
450059733,515 ADAMS LLC,Insurance Company,
450059734,FRONTIER STEAM CLEANING AND RESTORATIONS LLC,RIA,
450057767,CUSOM T-SHIRT WORLD LLC,Bank,
450059736,ALL PIPE MECHANICAL SERVICES LLC,RIA,
450059737,GOLD STAR REAL ESTATE LLC,RIA,
450059720,DYLAN H MONSTER SPECIALIZED TRANSPORTATION LLC,Independent,
450059739,FOO MARKETING LLC,Trading Platform Provider,
450059741,BRIAN COLONNA ENTERPRISES LLC,Regional Company,
450058154,CYNTHIA'S TANNING INC,Bank,
450059743,A&F LANDSCAPING LLC,RIA,
450059744,LAW OFFICE OF MICHAEL TAFILA LLC,RIA,
450059745,TRIPLE A HOME INSPECTIONS AND IMPROVEMENTS LLC,Investment Company,
450059746,ZOFIA SOFTWARE LLC,Investment Company,
450059661,E T EXPRESS TRANSPORTATION LLC,Independent,
450058605,EA REFINISHING CORPORATION,Independent,
450059435,D.C TRANSIT LLC,Bank,
450059751,ANDEROY PROPERTIES LLC,Investment Company,
450059389,MISS RUBYLOCKS LLC,Regional Company,
450059390,SUPERIOR BUILT OF NJ LLC,Investment Company,
450059391,OVERTON'S TRAINING ACADEMY LLC,Investment Company,
450059392,PRUDENT MUSIC LLC,Investment Company,
450059393,DAISY'S TASTE OF CUBA LLC,Trading Platform Provider,
450059394,22A SOBECHKO RD. LLC,Trading Platform Provider,
450056125,D.GEA. BUILDERS LLC,Bank,
450058170,DAINTY EVENTS LLC,Bank,
450057922,DANIBO LLC,Bank,
450058485,THE CULTURED COOKERY LLC,Insurance Company,
450058486,PEDRO'S CLEANING SERVICE LLC,Trading Platform Provider,
450058487,NCRNJ FINANCIAL SERVICES LLC,Trading Platform Provider,
450058488,OZ FOOD SERVICE LLC,RIA,
450056671,EAGLE ROCK CONSUTLING LLC,Independent,
450058849,GOMEZ &  R TRANSPORTATION LLC,Investment Company,
101040201,"EAST COAST ENTERTAINMENT GROUP, INC.",Independent,
450058852,PEN UP WORLD LLC,Investment Company,
450058854,MOTHER BEE STYLEZ LLC,Trading Platform Provider,
450059418,DAR RECORD STUDIO LLC,Bank,
450058857,BERGEN FAMILY AND COSMETIC DENTISTRY LLC,Trading Platform Provider,
450056254,DAR TRANSPORTATION LLC,Bank,
450058859,COMPASSION CARE HOME HEALTH SERVICES LLC,Trading Platform Provider,
450058860,HUSKY LANDSCAPING & CONSTRUCTION LLC,RIA,
450058861,MTW CONSULTANT LLC,Regional Company,
450058862,SPRING AND FALL LLC,Investment Company,
450057796,DARKA FOOD INC,Bank,
450058864,DC CARIBBEAN & AMERICAN RESTAURANT L.L.C.,RIA,
450058865,OUTCOME HEALTHCARE LLC,Insurance Company,
450058866,SILVA TRUCKING MULTISERVICES LLC,Trading Platform Provider,
450058867,INTIMATOLOGY LLC,Insurance Company,
450058868,DKG STAGEING AND INTERIOR DECORATING LLC,Insurance Company,
450055974,"DAVE'S SALSA, LLC",Bank,
450057561,DELIGHT TECHNOLOGIES INC.,Bank,
450059196,BELLA LUZ TRUCKING LLC,Investment Company,
450059197,206 YORK JC GROUP LLC,Insurance Company,
450059198,USA TEXTILE IMPORTS LLC,Investment Company,
450057853,EAST COAST NJ INC.,Independent,
450059200,8808 1ST AVENUE ASSOCIATES LLC,Insurance Company,
450059201,JAVED ASSET MANAGEMENT LLC,Investment Company,
450059202,MEMORIES FOREVER LLC,Regional Company,
450059203,URBAN CONSUMER LLC,RIA,
450058708,DEREK WALSH ENTERPRISES LLC,Bank,
450059206,FCJ ABRIL LLC,Regional Company,
450059890,DESIGN PRIMITIVES LLC,Bank,
450058207,DIAMOND CUT LAWN AND LANDSCAPE LLC,Bank,
450059209,SANASUN LLC,Insurance Company,
450056023,EAST FIFTH STREET LLC,Independent,
450059211,UD HACKENSACK LLC,Insurance Company,
450059212,TAX COMPLIANCE SERVICES LLC,Investment Company,
450059213,ALSPTI USED CARS LLC,Trading Platform Provider,
450056838,EAST NORTHFIELD PROPERTIES L.L.C.,Independent,
450059216,FOXCROW LLC,Investment Company,
450059723,DIAZ AUTO DEALER II INC,Bank,
450059218,INFOQUEST HOME IT SOLUTIONS LLC,RIA,
450059220,"CORPORATE GOVERNANCE INSTITUTE, LLC",Investment Company,
450059223,P&P GOTCHA TRANSPORTATION LLC,Insurance Company,
450056201,COMSOFT SYSTEMS LLC,RIA,
450056202,CRITICALITY LLC,Trading Platform Provider,
450056203,DUNCAN'S CONSTRUCTION LLC,Regional Company,
450057926,EB PROFESSIONAL SERVICES INC,Independent,
450056206,RAW CAPITAL LLC,Insurance Company,
450056209,CLEVENGER EXCAVATION LLC,Investment Company,
450059066,EBREEN COUNSELING L.L.C.,Independent,
450056211,MOH CAPITAL LLC,Trading Platform Provider,
450056212,JUNI PRODUCTS LLC,RIA,
450056213,INTEGRATED PLANNING GROUP LLC,Investment Company,
450059280,DIGITAL CREATIVE MARKETING CORPORATION,Bank,
450059396,VM AIR CONDITIONING & HEATING LLC,Investment Company,
450059536,"DIRECT FOCUS FILMS, LLC",Bank,
450056732,EDEN'S GARDEN DAYCARE CENTER LLP,Independent,
450059399,SALEM COUNTRY CLUB LLC,Trading Platform Provider,
450059400,RICH RHEE INTERACTIVE LLC,Insurance Company,
450059401,ACCLAIMED MAINTENANCE AND REPAIR LLC,Trading Platform Provider,
450059404,EL DORADO RESTAURANT LLC,Regional Company,
450059405,BURLCO HOLDINGS LLC,Investment Company,
450059407,UNIQUE TECH LLC,RIA,
450059408,HEALING HEARTS HOME HEALTHCARE AGENCY L.L.C.,Regional Company,
450057909,EL PAISANO GROCERY LLC,Independent,
450059410,DIVERSE ELEMENTS LIMITED LIABILITY COMPANY,Trading Platform Provider,
450059411,MY TIME-OUT LLC,Trading Platform Provider,
450057179,EQUILIBRIUM LEARNING LLC,Independent,
450059752,NORTHEAST ELECTRICAL DIVISION LLC,Insurance Company,
450059753,HARRIS AUTOMOTIVE SERVICE LLC,Insurance Company,
450059095,DOCK BOX DEAL LLC,Bank,
450057676,ESFA NJ LLC,Independent,
450059759,A & E BARBERSHOP LLC,Regional Company,
450059760,RETAG LLC,Insurance Company,
450059761,WOJCIK MASONRY LLC,Insurance Company,
450057792,DOLLARSTRETCHES LLC,Bank,
450059763,"EIGHTH STREET PROPERTIES, LLC",Investment Company,
450059765,TK HOBOKEN LLC,Trading Platform Provider,
450059766,A B C GENERAL CONSTRUCTION LLC,RIA,
450059767,PRECISION HOME DESIGN AND IMPROVEMENT L.L.C.,Trading Platform Provider,
450059768,FRANK STEFANKO FOOD BROKERAGE LLC,Trading Platform Provider,
450056942,DOTCOM ARCHITECTURE LLC,Bank,
450059770,BLACK SWAN PIES LLC,Investment Company,
450059773,547 WILBUR AVENUE LLC,Investment Company,
450058638,DOTS ENERGY USA LLC,Bank,
450059415,CARLY'S FRIENDS LLC,RIA,
450059416,11205 LBI LLC,Regional Company,
450059417,FISHEYE EXPEDITIONS & PHOTOGRAPHIC SERVICES LLC,Insurance Company,
600429630,"D-PROS, LLC",Bank,
450059419,JOURNEY LAB LLC,Insurance Company,
450056969,ESUSUS INC,Independent,
450056127,DRASHTI REAL ESTATE INVESTMENTS LLC,Bank,
450059424,GERALDO KEVEN CONSTRUCTION LLC,Trading Platform Provider,
450059425,INTEGRAL PARTNERS LLC,Regional Company,
450059426,KABOODLES ICE CREAM SHOP LIMITED LIABILITY CO,Investment Company,
450057272,DRP INVESTIGATIONS LLC,Bank,
450059429,THE ALEX PANTS LLC,Insurance Company,
450059430,COMEDY HAVEN PRODUCTIONS LLC,Regional Company,
450059431,AMAIA LLC,Regional Company,
450059432,SPLASH PAINTING LLC,RIA,
450059434,KINGSMAN TRANSPORT SERVICES LLC,Insurance Company,
450059384,DWOODMYR LLC,Bank,
450059125,EVER ACTUAL LLC,Independent,
450059437,ROGER PAVERS & CONSTRUCTION LLC,RIA,
450059439,REFRESH HOME IMPROVEMENT LLC,Trading Platform Provider,
450059440,"GERSH GROUP, LLC",Investment Company,
450059779,RED FISH CATERING LLC,Regional Company,
450059780,MARS PROPERTIES LLC,RIA,
450059781,94 CLERK LLC,Investment Company,
450059782,MENESES LOGISTICS LLC,Regional Company,
450059784,"PRINCETON JLC, LLC",Investment Company,
450059785,VOGUE NAILS UNLIMITED LLC,Investment Company,
450056214,VAM INVESTMENTS LLC,Insurance Company,
450057121,EVERLASTING NAILS TJ CORP,Independent,
450057049,EVO DETAILING LLC,Independent,
450056338,EYE ON IMPROVEMENTS LLC,Independent,
450056222,ALL AROUND TOWN PET CARE SERVICE LLC,Insurance Company,
450058458,E-Z PAINTORS COMPANY,Independent,
450056593,BIZZY BEE BABIES LLC,Insurance Company,
450056595,INTEGRITY BUSINESS & FINANCIAL SOLUTIONS LLC,Investment Company,
450056596,FALCON 3 PAK LLC,RIA,
450056597,LEE HAKESEF NH LLC,RIA,
450056598,542 EAST GRAND AVENUE LLC,RIA,
450056599,MIDWEST RETAIL LLC,Investment Company,
450056600,CREATIVE HOME DESIGN CONCEPTS L.L.C.,Insurance Company,
450056318,DYLAN COOPER HOLDINGS LLC,Bank,
450057770,DYNEXSOFT INC,Bank,
450056603,ADVANCED ARMOR LLC,Investment Company,
450059057,"E. A. STUDIOS, LLC",Bank,
450057090,EARL LAMPLEY CO,Bank,
450056607,JAMIE TRANSPORTATION LLC,Trading Platform Provider,
450058961,F & B GENERAL CONSTRUCTION LLC,Independent,
450056609,"EDUCATIONAL FUNDING SOURCES, LLC",Regional Company,
450056610,614 HIGHLAND AVENUE LLC,Insurance Company,
450056611,SOMM FOR HIRE LLC,RIA,
450056612,BROTHER JEROME LLC,Trading Platform Provider,
450056613,C&M LOGISTICS LLC,Insurance Company,
450056615,CLOUD2NETWORKS L.L.C.,Investment Company,
450056616,SSYG VENTURES LLC,RIA,
450056619,NATIRAR RESIDENTIAL DEVELOPMENT GROUP LLC,Investment Company,
450058799,F S N TRUCKS & PARTS SALE CORP,Independent,
450056979,FRANKENTONES LLC,Insurance Company,
450059207,EARTH'S HEALING ENERGY LLC,Bank,
450056981,CHRONOENERGY LLC,Investment Company,
450056982,WALLACE GENERAL CONTRACTING LLC,Investment Company,
450058088,FABLEFY LLC,Independent,
450056984,143 SUMMER LLC,RIA,
450056986,CALL-A-COP LLC,Insurance Company,
450056987,"SHANT TEMIZ, LLC",Investment Company,
450056989,"SAN GIORGIO CONSTRUCTION, LLC",Investment Company,
450057728,FAIR LOGISTICS INC,Independent,
450056991,1438 PARKVIEW LLC,RIA,
450056992,NUBEGINNINGS MANAGEMENT LLC,Insurance Company,
450059442,EAST WOK 216 LLC,Bank,
450058163,FAMILIA FOUR CORPORATION,Independent,
450056997,JESUS MY SAVIOR TRANSPORTATION LLC,Regional Company,
450056998,KARLSTEIN LAW GROUP LLC,Trading Platform Provider,
450056715,EBENEZER BBQ LLC,Bank,
450057000,GARVEY ANALYTICS LLC,Trading Platform Provider,
450057001,BUY WOMENS SHOES ONLINE LLC,Trading Platform Provider,
450057002,SHIKEENA N LYNARD L.L.C.,RIA,
450057004,333 FLORANCE LLC,Trading Platform Provider,
450057005,SECOND CHANCE TRUCKING LLC,Investment Company,
450057006,79 LUCY LLC,RIA,
450057352,SK POWER CONSULTING LLC,Trading Platform Provider,
450057354,"MILL LANE FARM I, LLC",RIA,
450057356,FAL TRANSPORTATION LLC,Trading Platform Provider,
450057358,NFG OFFROAD LLC,Insurance Company,
450057983,"ECHAE JEWELRY, LLC",Bank,
450057360,111 LINDEN AVE LLC,Trading Platform Provider,
450057363,108 BURCHARD LLC,Insurance Company,
450057396,FAR FROM HOME LLC,Independent,
450057801,EDMI SALEM LLC,Bank,
450058713,EHA ASSOCIATES LLC,Bank,
450059787,PLCO S 200 LLC,RIA,
450059788,BANYAN INVESTMENTS LLC,RIA,
450059789,MARINA VILLAGE NEW OWNER L.L.C.,RIA,
450059790,RE-LEAF HORTICULTURE LLC,Investment Company,
450059791,T&J AUTO SALES LLC,Regional Company,
450059792,REYNOLDS CONSULTING L.L.C.,Insurance Company,
450059793,TJP TRANSPORT LLC,Investment Company,
450058199,EL TANGO ARGENTINA GRILL LLC,Bank,
450059795,CONTINUUM BALANCE LLC,Insurance Company,
450058297,FAS TRUCKING LLC,Independent,
450059798,DODGER SPORTS CAMP LLC,Insurance Company,
450059799,DEANA LEE AFFORDABLE HOMES LLC,RIA,
450059800,PROJECT X CONSTRUCTION LLC,Investment Company,
450056010,ELEGANT SUPREMACY LLC,Bank,
450058779,FASHIONEER ANDY & HERE MANAGEMENT INCORPORATED,Independent,
450059803,SWARTSWOOD APARTMENTS LLC,Trading Platform Provider,
450059487,FDM ENTERPRISES INCORPORATED,Independent,
450059441,SHEFFIELD GLOBAL ARTS MANAGEMENT LLC,Investment Company,
450056027,ELEMENTS TRUFFLES LLC,Bank,
450056903,ELITE OUTDOORS CLIMBING GUIDES LLC,Bank,
600429538,"EMCHA HOLDINGS, LLC",Bank,
450059445,BE FREE MUSIC LLC,Regional Company,
450059446,WE CARE AUTISM SERVICES LLC,Investment Company,
450058749,FEELEYS LANDSCAPING & DESIGN LLC,Independent,
450059448,TOP CUISINE'S LLC,RIA,
450059449,"AL'S MAINTENANCE, LANDSCAPING & CONSTRUCTION LIMITED LIABILITY COMPANY",Regional Company,
450059326,FELICIA 'S PLACE L.L.C.,Independent,
450059451,TRISTATE HOME DEALERS LLC,Investment Company,
450059453,INDIANSPICES LLC,Regional Company,
450059454,FULL HOUSE GLAM LLC,RIA,
450059455,SHE EVOLVE LLC,Regional Company,
450059456,EITS CHAIM LLC,Regional Company,
450059457,IDSA CONSULTING LLC,Investment Company,
450059458,DUSTORE LLC,Insurance Company,
450059459,JOONIE & JULY LLC,Insurance Company,
450059476,EMIGRAND LLC,Bank,
450059461,RAIN OR SHINE PARTY RENTALS LLC,Regional Company,
450059462,SAVVY DECOR LLC,Trading Platform Provider,
450057590,ENDEAVOR THERAPY GROUP LLC,Bank,
450059464,26 SUMMIT LLC,Investment Company,
450059466,TR 169 FRENCH STREET LLC,Regional Company,
450059808,DL LAKEWOOD LLC,Investment Company,
450059175,ENNOVIX HEALTH INC,Bank,
450059810,DRYWALL INSTALLATION LLC,RIA,
450059811,SUIT-N-THAI LLC,Insurance Company,
450059813,FM FOOD SUPPLIERS LLC,Investment Company,
450059814,MASCOT FIGHTS LLC,Regional Company,
450059816,JRL LOGISTICS LLC,Insurance Company,
450059817,R.J. HITTNER REAL ESTATE VENTURES LLC,Insurance Company,
450056554,ESCAPE HATCH LIMITED LIABILITY PARTNERSHIP,Bank,
450059821,AUTOGRAPH LEASING LLC,RIA,
450057791,FERNANDEZ AUTO IMPORT LLC,Independent,
600429537,"FGC AT DURYEA ROAD, L.L.C.",Independent,
450058505,FI TRAVEL LLC,Independent,
450059825,TIFFANY MONIQUE ENTERPRISES LLC,Insurance Company,
450059826,T STONE TRUCKING LLC,Insurance Company,
450059827,G & G TRUCKING SERVICES LLC,Insurance Company,
450059829,NAGLE NATON LLC,Trading Platform Provider,
450059830,JOV CONSULTANTS LLC,Investment Company,
450056628,FIK MANAGEMENT INC,Independent,
450057368,RAYZORDRONZ LLC,Regional Company,
450057370,LIBERTAS FURNITURE LLC,Investment Company,
450057371,L&K  HOUSE  CLEANER  SERVICES LLC,Trading Platform Provider,
450057372,EP RENTAL 3 LLC,Investment Company,
450057373,ORANGE MINI MARKET LLC,Investment Company,
450058093,FIRST CHOICE DETAILING LLC,Independent,
450057375,"STUDIOS BY SONIC, LLC",Regional Company,
450059489,FLEMINGTON CAR SHOWS LLC,Independent,
450057377,RED ROCK OUTDOOR ADVERTISING NJ LLC,Investment Company,
450058720,FORELUCK FARM LLC,Independent,
450057379,CELEBRITY SECURITY INTERNATIONAL LLC,Regional Company,
450057731,PREMIER PARTY STAFFING LLC,Trading Platform Provider,
450057732,HOOD MONEY ENTERTAINMENT LLC,Regional Company,
