txn_id,txn_date,contact_id,ticker,touch_type
422953783,3/16/2015,952347732,ANEFX,Email
422953784,3/15/2016,983389512,TRRDX,Call
422953785,3/29/2016,104643394,VTMGX,Visit
422953786,11/2/2015,384141886,VASVX,Email
422953787,1/31/2015,204450468,SNXFX,Web Visit
422953788,8/31/2015,114865403,VWUSX,Email
422953789,3/5/2016,407247790,VQNPX,Web Visit
422953790,2/25/2016,508733186,VIEIX,Visit
422953791,2/4/2016,360757493,JNGLX,Visit
422953792,8/17/2015,310040019,FGCKX,Visit
422953793,1/20/2015,418157638,LSBDX,Email
422953794,10/19/2015,411430791,VISVX,Email
422953795,3/15/2016,138293906,PGNAX,Call
422953796,1/5/2015,202081253,LSBRX,Visit
422953797,12/24/2015,853158221,TRRNX,Web Visit
422953798,7/7/2015,199651188,VTRIX,Web Visit
422953799,2/12/2016,355889435,TIBCX,Web Visit
422953800,9/24/2015,196731752,VASGX,Email
422953801,6/12/2015,237619818,SMMIX,Visit
422953802,2/27/2015,433744977,FRESX,Visit
422953803,7/15/2015,400867166,THOPX,Visit
422953804,10/7/2015,608974711,ODVYX,Call
422953805,11/26/2015,119551982,FSEVX,Email
422953806,3/30/2015,708153695,TRRJX,Visit
422953807,9/27/2015,469043109,VWIUX,Email
422953808,6/17/2015,936751684,FSPTX,Email
422953809,12/26/2015,274505185,VIGIX,Email
422953810,4/18/2015,164954459,FBSOX,Email
422953811,3/2/2016,750455746,TRRMX,Call
422953812,2/6/2015,131776739,FKUTX,Email
422953813,1/13/2015,205517730,MAPTX,Web Visit
422953814,6/4/2015,218882783,MLPDX,Web Visit
422953815,3/9/2015,449138982,PRSGX,Email
422953816,3/24/2015,232083052,FFFFX,Web Visit
422953817,9/15/2015,633584481,VFSTX,Web Visit
422953818,9/26/2015,664491044,ANEFX,Call
422953819,7/18/2015,205170342,FDFAX,Visit
422953820,2/12/2016,223591162,FCNKX,Call
422953821,11/19/2015,482034707,PRSCX,Web Visit
422953822,1/28/2015,816537533,SPECX,Web Visit
422953823,9/28/2015,289946547,VBMFX,Email
422953824,8/11/2015,801731522,VEXRX,Email
422953825,9/8/2015,187964305,VFSTX,Web Visit
422953826,9/20/2015,371651702,TGBAX,Email
422953827,1/12/2015,480964644,SOPAX,Web Visit
422953828,12/21/2015,403967286,JAMRX,Call
422953829,9/23/2015,132023672,FBSOX,Email
422953830,4/5/2015,226952663,FSMVX,Visit
422953831,5/17/2015,484371068,VTSNX,Email
422953832,1/28/2015,664168154,GAUCX,Call
422953833,7/27/2015,246467606,VBTIX,Visit
422953834,3/26/2016,258764858,VFORX,Call
422953835,8/19/2015,140498069,JATTX,Email
422953836,12/28/2015,428034698,VFIAX,Visit
422953837,2/3/2016,850024804,VDIGX,Email
422953838,12/27/2015,605230104,TWHIX,Call
422953839,8/20/2015,717060268,VMRGX,Call
422953840,3/1/2015,136668598,FSCHX,Visit
422953841,4/23/2015,213459695,CWGIX,Visit
422953842,2/10/2015,649977599,VTIVX,Web Visit
422953843,2/17/2016,670948787,VPCCX,Email
422953844,4/12/2015,386526441,FRSTX,Call
422953845,10/7/2015,511835658,VAIPX,Call
422953846,1/14/2016,495321355,VTINX,Web Visit
422953847,1/27/2016,152656640,VGTSX,Call
422953848,2/7/2016,430769255,VWIUX,Email
422953849,4/29/2015,478232266,TEPLX,Visit
422953850,3/5/2016,126844103,FARCX,Web Visit
422953851,11/13/2015,686724388,FNCMX,Call
422953852,6/28/2015,125393565,FSICX,Call
422953853,6/27/2015,488686507,FKUTX,Web Visit
422953854,10/8/2015,655110679,VGSIX,Visit
422953855,12/3/2015,342152178,LZEMX,Web Visit
422953856,2/13/2015,700217848,VINEX,Email
422953857,7/22/2015,577133090,USSPX,Visit
422953858,4/9/2015,277397729,PRHSX,Call
422953859,3/13/2015,430769255,VFSTX,Visit
422953860,1/2/2015,142799133,VEXRX,Call
422953861,4/24/2015,283008216,FSICX,Email
422953862,5/25/2015,190434735,FNARX,Web Visit
422953863,9/4/2015,188700314,VMLUX,Visit
422953864,12/29/2015,912447384,FDCAX,Visit
422953865,8/3/2015,609204317,PRHSX,Call
422953866,1/17/2016,907980429,VCVLX,Visit
422953867,1/8/2015,542906513,ONGAX,Visit
422953868,4/13/2015,424035318,SHRAX,Email
422953869,1/15/2015,881079569,VQNPX,Visit
422953870,10/24/2015,853389111,PRSGX,Email
422953871,3/14/2016,502004828,ARTIX,Visit
422953872,10/11/2015,227235748,TOLLX,Visit
422953873,5/1/2015,434736213,FSRPX,Email
422953874,6/12/2015,606697286,ONGAX,Call
422953875,1/25/2015,162985020,TRREX,Call
422953876,11/16/2015,169654822,OAKLX,Web Visit
422953877,3/12/2015,561018818,VGSIX,Call
422953878,11/8/2015,441499942,ARTIX,Email
422953879,1/28/2015,800337387,ABALX,Visit
422953880,1/26/2016,842474029,FFFFX,Email
422953881,6/9/2015,111999396,VWNEX,Visit
422953882,3/31/2016,719338664,TAREX,Call
422953883,12/25/2015,319699754,VFINX,Visit
422953884,2/18/2015,283698736,PRLAX,Web Visit
422953885,3/21/2015,441997531,SWPPX,Visit
422953886,1/1/2016,395611733,PENNX,Visit
422953887,1/21/2015,435425360,FLPSX,Email
422953888,9/13/2015,157067899,JABAX,Call
422953889,1/1/2016,393888682,FSPHX,Web Visit
422953890,11/26/2015,241546122,DLTNX,Visit
422953891,2/7/2016,393587885,VMCIX,Visit
422953892,11/25/2015,299281748,MWTRX,Web Visit
422953893,10/21/2015,314713987,FRSTX,Visit
422953894,8/20/2015,193869084,VEMAX,Email
422953895,5/15/2015,307208088,THOPX,Visit
422953896,9/18/2015,529304527,TRRNX,Call
422953897,3/22/2016,860073547,FIGRX,Web Visit
422953898,5/17/2015,251888702,VIGIX,Visit
422953899,11/27/2015,625975021,TEDIX,Web Visit
422953900,3/19/2016,270200538,VBMPX,Call
422953901,12/22/2015,491630824,TIBCX,Email
422953902,2/15/2016,154996688,FMILX,Visit
422953903,6/16/2015,102396646,FSMEX,Web Visit
422953904,2/9/2016,490505125,YACKX,Visit
422953905,8/7/2015,215240314,PONCX,Email
422953906,4/10/2015,907079433,OSTIX,Email
422953907,2/16/2016,269968081,THOPX,Web Visit
422953908,3/25/2016,435426289,FDFAX,Email
422953909,9/2/2015,478509280,VWESX,Email
422953910,1/22/2016,123083839,AKREX,Web Visit
422953911,10/13/2015,352965825,FKINX,Web Visit
422953912,3/12/2016,538689498,HSGFX,Web Visit
422953913,8/17/2015,959944253,MWTIX,Web Visit
422953914,10/2/2015,235516613,BALCX,Web Visit
422953915,9/9/2015,185908604,ANWPX,Web Visit
422953916,11/4/2015,602198657,FBSOX,Visit
422953917,2/24/2016,145795355,VISVX,Call
422953918,12/28/2015,130373841,FFFFX,Email
422953919,5/10/2015,370642027,FHKCX,Call
422953920,10/19/2015,495588533,FKGRX,Email
422953921,2/10/2015,146498019,SPECX,Visit
422953922,2/16/2016,606555873,VIGIX,Call
422953923,3/7/2015,410044678,VISVX,Email
422953924,1/20/2016,962166089,VTMFX,Web Visit
422953925,3/16/2015,914308375,PTTCX,Call
422953926,12/19/2015,640289387,PTTCX,Web Visit
422953927,7/14/2015,874830078,TOLLX,Visit
422953928,2/2/2015,688303317,GWPAX,Visit
422953929,1/8/2016,865018094,AIVSX,Call
422953930,5/17/2015,458374938,TRRNX,Email
422953931,12/9/2015,817783252,VMCPX,Web Visit
422953932,1/10/2016,774253325,FMILX,Email
422953933,2/26/2016,429630917,PGRWX,Web Visit
422953934,5/16/2015,150825722,NHMAX,Call
422953935,1/17/2016,149966914,FESGX,Call
422953936,9/2/2015,216368166,PRNHX,Call
422953937,3/24/2015,728615229,PRMTX,Web Visit
422953938,6/23/2015,861345993,THOPX,Email
422953939,2/8/2016,399072263,MCHFX,Web Visit
422953940,11/29/2015,577124839,SMMIX,Web Visit
422953941,1/10/2016,540880637,VMLUX,Web Visit
422953942,4/9/2015,133469414,BERIX,Email
422953943,10/1/2015,171929256,VITPX,Email
422953944,1/24/2015,593968396,PRGFX,Web Visit
422953945,3/22/2016,364611622,PMEGX,Call
422953946,3/21/2015,631971297,FUSVX,Visit
422953947,3/26/2016,208160866,VEIEX,Call
422953948,12/5/2015,621034788,USATX,Call
422953949,4/23/2015,900782185,BAICX,Web Visit
422953950,1/21/2015,605800391,PRLAX,Email
422953951,6/21/2015,700282215,MLPDX,Visit
422953952,4/10/2015,118573354,ACEIX,Visit
422953953,1/20/2015,401984599,VBMPX,Web Visit
422953954,3/31/2016,453091661,TRRDX,Email
422953955,3/11/2016,339433481,SMMIX,Visit
422953956,1/15/2015,142063123,ONGIX,Email
422953957,1/4/2016,225354727,ACRNX,Email
422953958,4/26/2015,942266128,PTTCX,Web Visit
422953959,9/22/2015,136237783,VFIDX,Web Visit
422953960,8/20/2015,239159389,SOPAX,Visit
422953961,3/4/2016,567320341,YACKX,Visit
422953962,3/8/2016,716449357,VWEAX,Visit
422953963,4/2/2015,988476224,TWCGX,Web Visit
422953964,2/4/2015,551348258,AEPGX,Email
422953965,2/6/2016,697428125,FBDIX,Email
422953966,3/18/2015,805864409,POAGX,Email
422953967,12/13/2015,278261775,VASIX,Web Visit
422953968,8/10/2015,450883485,FSTVX,Email
422953969,3/29/2016,382069497,VIPSX,Email
422953970,1/4/2015,704831290,OSTIX,Email
422953971,4/29/2015,261258667,MQIFX,Web Visit
422953972,12/10/2015,787382108,VAFAX,Visit
422953973,3/6/2015,408152843,VGSIX,Call
422953974,1/30/2016,576383583,VWIAX,Call
422953975,5/8/2015,269253524,OAKLX,Email
422953976,4/6/2015,355744249,NICSX,Web Visit
422953977,5/17/2015,392173054,VWNAX,Call
422953978,10/12/2015,130862352,VQNPX,Call
422953979,2/23/2016,829243714,DODFX,Email
422953980,3/10/2016,664519902,USSPX,Call
422953981,1/5/2016,279436014,VWNAX,Visit
422953982,8/25/2015,910856107,VTMGX,Email
422953983,4/1/2015,805041290,TRRHX,Web Visit
422953984,3/31/2015,610245897,FFNOX,Call
422953985,1/12/2015,143451291,VAIPX,Call
422953986,6/22/2015,574570797,FESGX,Call
422953987,12/11/2015,280067381,GASFX,Web Visit
422953988,5/8/2015,303777086,TRRNX,Email
422953989,3/21/2016,371347144,VTMFX,Email
422953990,12/5/2015,318960357,LALDX,Email
422953991,1/3/2016,656471442,VVIAX,Visit
422953992,8/3/2015,431059281,FSPTX,Email
422953993,1/5/2015,798709949,VFFVX,Email
422953994,8/1/2015,210661733,CAIBX,Email
422953995,4/23/2015,379697372,VWILX,Web Visit
422953996,4/15/2015,739824524,RIDEX,Email
422953997,10/11/2015,206301666,PRFHX,Web Visit
422953998,8/15/2015,773223803,BAICX,Web Visit
422953999,4/16/2015,720447553,VIMSX,Call
422954000,1/29/2015,109360576,SHSAX,Call
422954001,1/21/2016,745707391,VBILX,Visit
422954002,7/7/2015,438350689,TEPLX,Email
422954003,4/30/2015,532053513,VTSNX,Web Visit
422954004,10/22/2015,696703646,VBINX,Visit
422954005,1/7/2015,977344345,PNOPX,Email
422954006,2/9/2015,182165872,FCISX,Call
422954007,3/16/2016,430613196,FBDIX,Call
422954008,8/9/2015,407877941,SHRAX,Web Visit
422954009,8/18/2015,492351549,VITSX,Visit
422954010,7/12/2015,964619787,PRWCX,Visit
422954011,9/1/2015,626492533,PIREX,Web Visit
422954012,10/16/2015,531013595,VGENX,Email
422954013,7/15/2015,117313339,LAFFX,Email
422954014,7/6/2015,675363032,GWPAX,Visit
422954015,7/13/2015,756485778,GLRBX,Email
422954016,3/18/2015,525565705,MPGFX,Web Visit
422954017,10/8/2015,321780193,VEURX,Visit
422954018,3/25/2016,377074132,FSESX,Call
422954019,8/13/2015,246382876,LZEMX,Call
422954020,5/13/2015,539055605,MMUFX,Visit
422954021,3/16/2015,832508339,PRWCX,Call
422954022,4/24/2015,404587382,JNBAX,Web Visit
422954023,5/15/2015,171630315,PIMIX,Web Visit
422954024,2/17/2016,148931116,FLCSX,Email
422954025,10/8/2015,133798368,FMAGX,Visit
422954026,6/11/2015,383719970,FFFFX,Email
422954027,2/24/2016,122281665,OAKIX,Visit
422954028,3/10/2015,335054963,YACKX,Email
422954029,11/22/2015,235072871,OAKMX,Email
422954030,1/3/2016,318980911,JNBCX,Call
422954031,12/17/2015,980001663,BAICX,Web Visit
422954032,3/2/2016,786123600,VASIX,Email
422954033,9/23/2015,951580284,VTSNX,Call
422954034,9/1/2015,626724736,FFFDX,Email
422954035,7/9/2015,588385053,FSDIX,Email
422954036,9/24/2015,276661670,VGSNX,Call
422954037,1/10/2015,904954870,AMRMX,Visit
422954038,2/27/2015,608445623,VIGAX,Email
422954039,5/14/2015,460361465,LAFFX,Email
422954040,3/2/2015,501237102,PMEGX,Web Visit
422954041,6/11/2015,395533693,NYVTX,Web Visit
422954042,5/25/2015,100335272,GLRBX,Web Visit
422954043,3/5/2015,411056289,SGROX,Visit
422954044,7/24/2015,371347144,VISGX,Web Visit
422954045,7/20/2015,570267816,VBINX,Visit
422954046,1/5/2015,267310411,VDAIX,Email
422954047,11/24/2015,106651312,VWEHX,Visit
422954048,11/27/2015,373585670,BERIX,Email
422954049,12/26/2015,576643355,FFFHX,Call
422954050,11/13/2015,111283065,PRBLX,Email
422954051,2/10/2015,663929679,VIMAX,Email
422954052,2/22/2016,539338997,AIVSX,Visit
422954053,11/4/2015,226367869,VIIIX,Call
422954054,3/31/2015,343620247,VWIAX,Web Visit
422954055,7/23/2015,359760826,MINIX,Visit
422954056,8/23/2015,838821774,TRRMX,Email
422954057,12/11/2015,516433383,FSEVX,Call
422954058,8/19/2015,386216040,PRIDX,Email
422954059,1/23/2015,377536813,TRBCX,Call
422954060,3/13/2015,312288994,MDLOX,Email
422954061,10/5/2015,964889510,VSCIX,Email
422954062,2/7/2016,536248204,HSCSX,Web Visit
422954063,9/20/2015,442565548,VDAIX,Visit
422954064,3/30/2015,961901922,PRSCX,Web Visit
422954065,8/20/2015,765880328,RIDEX,Visit
422954066,9/9/2015,117395750,CSRSX,Email
422954067,11/26/2015,574458246,FSICX,Visit
422954068,6/11/2015,605271518,VTHRX,Web Visit
422954069,1/1/2016,576774042,BERIX,Visit
422954070,8/27/2015,128383012,MAMAX,Call
422954071,10/9/2015,864585407,VWITX,Web Visit
422954072,3/15/2016,188329232,PTTCX,Web Visit
422954073,3/9/2015,280954466,MDDVX,Email
422954074,1/24/2015,380696626,FFFGX,Email
422954075,1/4/2016,977015341,ITHAX,Web Visit
422954076,12/9/2015,434730127,USBSX,Visit
422954077,10/1/2015,922287853,MAPTX,Email
422954078,9/3/2015,864795890,PONDX,Web Visit
422954079,2/21/2016,729749631,VSCGX,Visit
422954080,1/11/2015,673095582,VWNAX,Email
422954081,7/19/2015,119956513,FBDIX,Visit
422954082,9/23/2015,207193932,VGELX,Email
422954083,7/17/2015,692136152,LSBDX,Call
422954084,5/2/2015,136115445,VWENX,Call
422954085,11/13/2015,196073606,VIVAX,Web Visit
422954086,8/31/2015,321544515,MCLOX,Call
422954087,8/31/2015,567861449,VINIX,Visit
422954088,5/22/2015,335112840,SOPAX,Call
422954089,2/24/2016,380667631,DFFVX,Visit
422954090,4/15/2015,172984691,VSGAX,Email
422954091,11/21/2015,202861062,OTCFX,Web Visit
422954092,3/30/2015,562612016,VFIJX,Email
422954093,1/25/2016,655335245,FSEMX,Web Visit
422954094,7/2/2015,495976353,PRHSX,Email
422954095,3/13/2015,295908553,SGENX,Web Visit
422954096,5/19/2015,638905934,VWIGX,Call
422954097,3/31/2015,419742337,FUSVX,Web Visit
422954098,1/10/2016,919445439,VFSTX,Call
422954099,2/22/2015,474424181,ABALX,Web Visit
422954100,1/19/2015,626613356,TWGTX,Email
422954101,6/26/2015,324134420,MLPDX,Email
422954102,6/17/2015,127245512,AMRMX,Visit
422954103,11/4/2015,638541532,FCNKX,Web Visit
422954104,1/30/2016,486640110,FKTFX,Call
422954105,10/17/2015,303931427,VBMPX,Email
422954106,1/3/2016,103450086,PRNHX,Call
422954107,1/18/2015,283494734,VCAIX,Visit
422954108,1/10/2015,243588376,ANWPX,Email
422954109,2/5/2015,150279834,VTSAX,Visit
422954110,6/12/2015,804451902,JAOSX,Web Visit
422954111,12/7/2015,693396403,JNBAX,Email
422954112,11/25/2015,206279610,TIBCX,Call
422954113,7/7/2015,406369027,USAWX,Web Visit
422954114,12/2/2015,594196013,FMCSX,Visit
422954115,7/19/2015,286335146,PTTRX,Call
422954116,1/4/2015,203512075,JANDX,Email
422954117,1/1/2016,436894422,DODBX,Email
422954118,2/14/2016,309508434,VWNFX,Call
422954119,12/3/2015,115358500,RERCX,Email
422954120,8/7/2015,330397358,POSKX,Visit
422954121,11/18/2015,380146809,FLVCX,Email
422954122,4/29/2015,243298929,FSCHX,Visit
422954123,8/14/2015,545048676,PRSCX,Email
422954124,12/18/2015,201312686,TEGBX,Call
422954125,12/5/2015,761381746,FRSTX,Web Visit
422954126,1/13/2015,693927677,FKTIX,Web Visit
422954127,3/8/2016,278967241,VEURX,Web Visit
422954128,12/28/2015,817801247,VMLUX,Email
422954129,3/3/2016,154547806,VIFSX,Email
422954130,2/18/2015,388085129,OAKIX,Web Visit
422954131,1/22/2016,100940880,PRRIX,Call
422954132,4/14/2015,614075991,VSEQX,Call
422954133,9/19/2015,504966553,TIBCX,Web Visit
422954134,6/27/2015,703676045,VTIVX,Email
422954135,1/19/2015,316584126,VEMAX,Visit
422954136,11/21/2015,304694617,FFFDX,Email
422954137,6/6/2015,525004770,SWPPX,Call
422954138,11/15/2015,141925334,VTRIX,Email
422954139,1/12/2015,148288139,TEDIX,Visit
422954140,8/29/2015,178660504,ORNAX,Email
422954141,1/1/2015,691637516,PTTCX,Visit
422954142,12/5/2015,238160585,VTWNX,Call
422954143,8/21/2015,151079208,RPSIX,Call
422954144,5/4/2015,279104033,FKUTX,Visit
422954145,1/31/2015,328554953,VSGAX,Email
422954146,7/6/2015,106796652,FSELX,Email
422954147,12/19/2015,191349277,PRPFX,Email
422954148,6/3/2015,244098704,TRLGX,Visit
422954149,1/4/2015,990602269,STFGX,Call
422954150,10/10/2015,194480953,VBMFX,Email
422954151,1/8/2015,837350885,TRRGX,Call
422954152,3/12/2015,171709013,FSDAX,Visit
422954153,1/19/2016,193152067,IFACX,Call
422954154,10/31/2015,239697564,POSKX,Visit
422954155,2/16/2015,190382641,TEGBX,Email
422954156,5/1/2015,259343090,VGTSX,Web Visit
422954157,1/12/2015,906470911,ANWPX,Call
422954158,1/13/2015,161670034,FBGRX,Visit
422954159,3/19/2015,192906016,LSBRX,Visit
422954160,12/11/2015,204079075,LALDX,Web Visit
422954161,7/1/2015,438788681,PRPFX,Email
422954162,2/1/2016,485576218,TPINX,Web Visit
422954163,1/21/2016,816048158,FBALX,Email
422954164,3/22/2015,312403053,PVOYX,Email
422954165,5/15/2015,636290486,VFIAX,Email
422954166,2/19/2015,220531442,VSCIX,Call
422954167,1/2/2016,113840262,FHKCX,Call
422954168,12/29/2015,227235748,USAUX,Call
422954169,12/15/2015,792868270,FRDPX,Visit
422954170,1/20/2016,354390938,FARCX,Email
422954171,5/1/2015,588302738,CAIBX,Visit
422954172,9/30/2015,250332006,TRRJX,Visit
422954173,6/6/2015,666172641,FIGRX,Email
422954174,10/11/2015,913994911,FSESX,Visit
422954175,12/25/2015,386875240,LAFFX,Web Visit
422954176,3/28/2015,270721622,FARCX,Visit
422954177,3/8/2016,296292393,FIGRX,Web Visit
422954178,8/27/2015,257263405,VEIRX,Email
422954179,3/14/2016,646528661,VWINX,Call
422954180,2/18/2015,417649528,FFRHX,Web Visit
422954181,11/9/2015,366324879,VTIAX,Email
422954182,12/19/2015,973503718,VFIFX,Web Visit
422954183,9/19/2015,137950428,VFIFX,Web Visit
422954184,6/11/2015,328554953,TWHIX,Web Visit
422954185,10/1/2015,654943302,PRGFX,Call
422954186,7/13/2015,168326053,VFICX,Web Visit
422954187,9/3/2015,401663554,JNGLX,Visit
422954188,8/18/2015,124751163,VMRGX,Call
422954189,6/19/2015,223655374,MLPDX,Visit
422954190,4/28/2015,801390867,VEXAX,Web Visit
422954191,4/9/2015,888109333,FFNOX,Visit
422954192,3/29/2016,178266998,FSIVX,Call
422954193,5/4/2015,446740045,VAFAX,Call
422954194,4/3/2015,636249337,VWILX,Visit
422954195,6/18/2015,131747479,FMAGX,Web Visit
422954196,8/19/2015,283973461,JABAX,Call
422954197,11/14/2015,498254102,CWGIX,Call
422954198,8/19/2015,477008796,ACRNX,Email
422954199,1/27/2015,873469425,VPCCX,Email
422954200,3/25/2015,485411340,VHDYX,Email
422954201,11/4/2015,507397516,FSCRX,Visit
422954202,2/19/2016,252112943,BERIX,Visit
422954203,2/29/2016,431437374,VWELX,Web Visit
422954204,10/23/2015,331627613,VASGX,Visit
422954205,1/29/2015,349603036,VGHAX,Email
422954206,9/24/2015,444106467,LEXCX,Call
422954207,2/28/2015,968274006,TGLDX,Visit
422954208,4/30/2015,112370602,FKUTX,Web Visit
422954209,2/20/2015,538689498,VMLUX,Call
422954210,11/28/2015,898004746,PONAX,Web Visit
422954211,10/27/2015,288276559,PRWAX,Visit
422954212,8/24/2015,389624824,VWIUX,Call
422954213,6/11/2015,347746584,VUSTX,Web Visit
422954214,5/6/2015,172102500,VEMPX,Call
422954215,9/10/2015,100321694,TOLLX,Email
422954216,9/28/2015,199105236,VWNDX,Email
422954217,9/29/2015,366697737,TOLLX,Email
422954218,3/4/2015,194213237,MMUFX,Email
422954219,2/1/2015,532156725,FBGRX,Call
422954220,2/21/2016,199893051,MFLDX,Visit
422954221,5/7/2015,324221580,SHRAX,Call
422954222,8/28/2015,662259758,FDESX,Call
422954223,2/18/2015,125438234,TGBAX,Web Visit
422954224,2/9/2015,115728683,FPHAX,Web Visit
422954225,12/31/2015,163125146,VSGAX,Web Visit
422954226,1/4/2015,578358877,VBTIX,Visit
422954227,6/6/2015,113653812,VSEQX,Email
422954228,11/25/2015,156117537,FDGFX,Web Visit
422954229,9/30/2015,218223491,VSCGX,Email
422954230,8/21/2015,105291375,VBILX,Email
422954231,3/23/2015,466301674,VEURX,Web Visit
422954232,2/5/2015,100161577,FKGRX,Email
422954233,5/8/2015,462745205,FFFDX,Email
422954234,4/25/2015,162060794,VSGAX,Visit
422954235,3/23/2015,552806588,VHDYX,Email
422954236,3/4/2016,128150021,VTENX,Call
422954237,1/28/2015,117796109,MCHFX,Email
422954238,11/11/2015,175084535,VWEAX,Call
422954239,10/26/2015,132885945,PTTDX,Call
422954240,2/16/2016,506290999,USSPX,Web Visit
422954241,2/20/2015,556003857,ODVYX,Email
422954242,12/31/2015,301135687,VEIRX,Visit
422954243,2/24/2016,163633898,TRRHX,Web Visit
422954244,3/16/2016,440774422,NAESX,Web Visit
422954245,4/1/2015,550124857,FARCX,Visit
422954246,9/11/2015,361055815,PRFDX,Visit
422954247,5/21/2015,516684096,MLPDX,Email
422954248,1/7/2016,416599853,FSCHX,Email
422954249,3/7/2015,657927758,VBMPX,Email
422954250,9/4/2015,660475296,VFSTX,Web Visit
422954251,2/16/2016,679167427,PREMX,Visit
422954252,2/27/2015,408460758,TOLLX,Email
422954253,3/16/2016,120867998,PTTDX,Web Visit
422954254,2/27/2016,948409877,SWHFX,Email
422954255,5/5/2015,818895854,VWUSX,Email
422954256,1/8/2016,495993550,SHSAX,Email
422954257,8/24/2015,118950047,ACSTX,Visit
422954258,9/3/2015,132236822,VDIGX,Call
422954259,2/13/2015,395648537,VIEIX,Call
422954260,11/22/2015,137688726,FRDPX,Web Visit
422954261,6/19/2015,844432730,FKINX,Visit
422954262,11/5/2015,106506402,TRRKX,Call
422954263,1/28/2016,159353476,VASIX,Call
422954264,2/9/2015,629977285,USIBX,Call
422954265,1/14/2015,766830968,BERIX,Web Visit
422954266,6/1/2015,229506330,TWEIX,Visit
422954267,10/1/2015,779941415,VFORX,Visit
422954268,3/7/2016,685230851,CGMRX,Call
422954269,1/4/2015,470251856,VBINX,Web Visit
422954270,8/9/2015,283182939,VASGX,Call
422954271,7/9/2015,402152758,FSDIX,Visit
422954272,10/7/2015,161549608,PGNAX,Visit
422954273,7/12/2015,648153050,FSIVX,Email
422954274,4/27/2015,210257655,VEMPX,Visit
422954275,4/13/2015,359456875,VMRGX,Email
422954276,11/28/2015,102841535,VHCAX,Call
422954277,1/31/2015,631029620,CAIBX,Web Visit
422954278,10/9/2015,195342657,ABALX,Call
422954279,3/29/2016,564038719,FSCSX,Visit
422954280,1/28/2016,347311484,VCVLX,Email
422954281,12/26/2015,827011602,VWIAX,Visit
422954282,3/25/2016,666427023,FGCKX,Call
422954283,12/24/2015,137952386,TWCUX,Web Visit
422954284,6/22/2015,218576607,VMCPX,Call
422954285,11/4/2015,327324471,VWESX,Email
422954286,4/28/2015,538311889,PRHSX,Email
422954287,11/19/2015,195036544,MMUFX,Call
422954288,1/9/2015,484144271,VCAIX,Visit
422954289,1/23/2015,191285914,VBIAX,Email
422954290,1/9/2015,234138399,GLRBX,Web Visit
422954291,12/7/2015,501479179,VSCIX,Email
422954292,7/15/2015,195051384,ORNAX,Call
422954293,4/7/2015,506991934,POGRX,Visit
422954294,9/24/2015,570681229,FPURX,Visit
422954295,10/20/2015,462149563,VPCCX,Visit
422954296,1/11/2015,363129989,FSCHX,Web Visit
422954297,12/23/2015,166227387,FFFEX,Web Visit
422954298,3/23/2015,895838263,CSRSX,Web Visit
422954299,9/14/2015,568462954,VCVLX,Visit
422954300,11/15/2015,952741432,FARCX,Email
422954301,7/21/2015,147933353,RIDEX,Web Visit
422954302,3/31/2016,979030453,FFFHX,Web Visit
422954303,12/15/2015,103959393,PRSVX,Visit
422954304,2/10/2015,212895579,LMVTX,Call
422954305,8/18/2015,109414053,FKTIX,Call
422954306,3/1/2016,887049537,FDIVX,Web Visit
422954307,2/10/2015,662323962,PRBLX,Call
422954308,9/20/2015,263913523,PRGTX,Email
422954309,5/25/2015,839688907,MSIGX,Email
422954310,7/11/2015,392821275,VFINX,Visit
422954311,5/2/2015,676930450,FHKCX,Web Visit
422954312,11/2/2015,225500468,MCHFX,Call
422954313,5/23/2015,976144313,JABAX,Web Visit
422954314,6/6/2015,113512914,VTIAX,Visit
422954315,3/5/2015,313170428,NAESX,Visit
422954316,12/19/2015,669874427,JABAX,Email
422954317,3/16/2015,122302143,FGMNX,Call
422954318,7/12/2015,331078155,TBGVX,Web Visit
422954319,6/2/2015,167604723,FBSOX,Call
422954320,3/30/2016,943045989,TRBCX,Call
422954321,7/2/2015,101466941,VIMAX,Web Visit
422954322,4/2/2015,771567437,PRHSX,Call
422954323,7/15/2015,156617451,VISVX,Call
422954324,12/14/2015,968808829,NHMAX,Email
422954325,1/10/2016,949923268,RERCX,Web Visit
422954326,3/27/2015,120022174,NHMAX,Email
422954327,11/13/2015,787631167,FSNGX,Web Visit
422954328,10/3/2015,506116538,VINEX,Web Visit
422954329,3/9/2015,606388723,FSICX,Web Visit
422954330,8/27/2015,934597143,VIGIX,Visit
422954331,3/9/2015,116198835,FKTFX,Email
422954332,10/19/2015,518285430,RMUNX,Web Visit
422954333,1/15/2016,975885842,VIIIX,Visit
422954334,7/16/2015,517316003,ANEFX,Call
422954335,12/26/2015,188773244,FSUTX,Call
422954336,10/4/2015,583489757,OSTIX,Call
422954337,1/6/2015,617872261,VEXAX,Call
422954338,7/22/2015,211593248,GASFX,Email
422954339,9/17/2015,498175128,OTCFX,Visit
422954340,9/9/2015,338793151,VEIRX,Visit
422954341,2/17/2015,696719014,YACKX,Visit
422954342,3/8/2015,118950047,TAREX,Web Visit
422954343,10/28/2015,484144271,GWPAX,Call
422954344,1/31/2015,213664603,MDLOX,Email
422954345,5/17/2015,758942796,VIPSX,Web Visit
422954346,5/13/2015,142510060,PRASX,Visit
422954347,2/3/2016,251370103,FSEVX,Email
